"NAICS_Code","SIC4","NAICS_Description","SIC_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"313312","2284","Textile & fabric finishing mills","Thread mills",85,6904,179123776,0.01,0.04,0.03
"313312","2299","Textile & fabric finishing mills","Textile goods, nec",389,18255,550438889,0.05,0.11,0.1
"313312","5131","Textile & fabric finishing mills","Piece goods & notions",7132,51550,2255261236,0.83,0.31,0.42
"313320","2295","Fabric coating mills","Coated fabrics, not rubberized",233,9702,353659647,0.15,0.14,0.16
"313320","3069","Fabric coating mills","Fabricated rubber products, nec",1281,60838,1906016764,0.85,0.86,0.84
"314110","2273","Carpet & rug mills","Carpets and rugs",607,62010,1698484513,1,1,1
"314121","2391","Curtain & drapery mills","Curtains and draperies",973,19944,368380647,0.25,0.62,0.62
"314121","5714","Curtain & drapery mills","Drapery and upholstery stores",2963,12142,224878277,0.75,0.38,0.38
"314129","2392","Other household textile product mills","Housefurnishings, nec",1062,55020,1172298367,1,1,1
"314911","2392","Textile bag mills","Housefurnishings, nec",1062,55020,1172298367,0.75,0.83,0.85
"314911","2393","Textile bag mills","Textile bags",353,11053,214218266,0.25,0.17,0.15
"314912","2394","Canvas & related product mills","Canvas and related products",1699,19756,461466100,1,1,1
"314991","2298","Rope, cordage, & twine mills","Cordage and twine",205,6992,177483491,1,1,1
"314992","2296","Tire cord & tire fabric mills","Tire cord and fabrics",34,6320,178867779,1,1,1
"314999","2299","All other miscellaneous textile product mills","Textile goods, nec",389,18255,550438889,0.04,0.1,0.11
"314999","2395","All other miscellaneous textile product mills","Pleating and stitching",1202,18575,330876355,0.14,0.1,0.07
"314999","2396","All other miscellaneous textile product mills","Automotive and apparel trimmings",3054,60582,1513630724,0.35,0.32,0.31
"314999","2399","All other miscellaneous textile product mills","Fabricated textile products, nec",963,31054,732895803,0.11,0.16,0.15
"314999","3999","All other miscellaneous textile product mills","Manufacturing industries, nec",3196,62359,1705787323,0.36,0.33,0.35
"315111","2251","Sheer hosiery mills","Women''s hosiery, except socks",141,19856,496716403,0.23,0.34,0.4
"315111","2252","Sheer hosiery mills","Hosiery, nec",480,38627,741975446,0.77,0.66,0.6
"315119","2252","Other hosiery & sock mills","Hosiery, nec",480,38627,741975446,1,1,1
"315191","2253","Outerwear knitting mills","Knit outerwear mills",634,52829,1145833949,0.89,0.94,0.93
"315191","2259","Outerwear knitting mills","Knitting mills, nec",80,3384,80850197,0.11,0.06,0.07
"315192","2254","Underwear & nightwear knitting mills","Knit underwear mills",55,16559,372263408,0.41,0.83,0.82
"315192","2259","Underwear & nightwear knitting mills","Knitting mills, nec",80,3384,80850197,0.59,0.17,0.18
"315211","2311","Men’s & boys’ cut & sew apparel contractors","Men''s and boys'' suits and coats",281,28922,561195320,0.07,0.1,0.1
"315211","2321","Men’s & boys’ cut & sew apparel contractors","Men''s and boys'' shirts",552,42128,802789093,0.13,0.15,0.15
"315211","2322","Men’s & boys’ cut & sew apparel contractors","Men''s & boys'' underwear & nightwear",118,15537,340697735,0.03,0.06,0.06
"315211","2325","Men’s & boys’ cut & sew apparel contractors","Men''s and boys'' trousers and slacks",392,68003,1521328853,0.09,0.24,0.28
"315211","2326","Men’s & boys’ cut & sew apparel contractors","Men''s and boys'' work clothing",300,31319,582245990,0.07,0.11,0.11
"315211","2329","Men’s & boys’ cut & sew apparel contractors","Men''s and boys'' clothing, nec",890,42633,768809068,0.21,0.15,0.14
"315211","2341","Men’s & boys’ cut & sew apparel contractors","Women''s and children''s underwear",375,25611,482927205,0.09,0.09,0.09
"315211","2384","Men’s & boys’ cut & sew apparel contractors","Robes and dressing gowns",42,1957,30097013,0.01,0.01,0.01
"315211","2385","Men’s & boys’ cut & sew apparel contractors","Waterproof outerwear",80,4345,92660312,0.02,0.02,0.02
"315211","2395","Men’s & boys’ cut & sew apparel contractors","Pleating and stitching",1202,18575,330876355,0.28,0.07,0.06
"315212","2331","Women’s, girls’, & infants’ cut & sew apparel contractors","Women''s & misses'' blouses & shirts",892,22651,397532574,0.07,0.06,0.06
"315212","2335","Women’s, girls’, & infants’ cut & sew apparel contractors","Women''s, junior''s, & misses'' dresses",1661,38226,961982612,0.13,0.11,0.14
"315212","2337","Women’s, girls’, & infants’ cut & sew apparel contractors","Women''s and misses'' suits and coats",616,23089,564101928,0.05,0.06,0.08
"315212","2339","Women’s, girls’, & infants’ cut & sew apparel contractors","Women''s and misses'' outerwear, nec",6952,167549,2764917144,0.53,0.47,0.41
"315212","2341","Women’s, girls’, & infants’ cut & sew apparel contractors","Women''s and children''s underwear",375,25611,482927205,0.03,0.07,0.07
"315212","2342","Women’s, girls’, & infants’ cut & sew apparel contractors","Bras, girdles, and allied garments",93,9594,281687108,0.01,0.03,0.04
"315212","2361","Women’s, girls’, & infants’ cut & sew apparel contractors","Girls'' & children''s dresses, blouses",312,11671,238455001,0.02,0.03,0.04
"315212","2369","Women’s, girls’, & infants’ cut & sew apparel contractors","Girls'' and children''s outerwear, nec",309,17845,337161928,0.02,0.05,0.05
"315212","2384","Women’s, girls’, & infants’ cut & sew apparel contractors","Robes and dressing gowns",42,1957,30097013,0,0.01,0
"315212","2385","Women’s, girls’, & infants’ cut & sew apparel contractors","Waterproof outerwear",80,4345,92660312,0.01,0.01,0.01
"315212","2389","Women’s, girls’, & infants’ cut & sew apparel contractors","Apparel and accessories, nec",627,15499,292099761,0.05,0.04,0.04
"315212","2395","Women’s, girls’, & infants’ cut & sew apparel contractors","Pleating and stitching",1202,18575,330876355,0.09,0.05,0.05
"315221","2322","Men’s & boys’ cut & sew underwear & nightwear mfg","Men''s & boys'' underwear & nightwear",118,15537,340697735,0.14,0.25,0.29
"315221","2341","Men’s & boys’ cut & sew underwear & nightwear mfg","Women''s and children''s underwear",375,25611,482927205,0.44,0.42,0.41
"315221","2369","Men’s & boys’ cut & sew underwear & nightwear mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.37,0.29,0.28
"315221","2384","Men’s & boys’ cut & sew underwear & nightwear mfg","Robes and dressing gowns",42,1957,30097013,0.05,0.03,0.03
"315222","2311","Men’s & boys’ cut & sew suit, coat, & overcoat mfg","Men''s and boys'' suits and coats",281,28922,561195320,0.42,0.57,0.57
"315222","2369","Men’s & boys’ cut & sew suit, coat, & overcoat mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.46,0.35,0.34
"315222","2385","Men’s & boys’ cut & sew suit, coat, & overcoat mfg","Waterproof outerwear",80,4345,92660312,0.12,0.09,0.09
"315223","2321","Men’s & boys’ cut & sew shirt (exc work shirt) mfg","Men''s and boys'' shirts",552,42128,802789093,0.64,0.78,0.77
"315223","2361","Men’s & boys’ cut & sew shirt (exc work shirt) mfg","Girls'' & children''s dresses, blouses",312,11671,238455001,0.36,0.22,0.23
"315224","2325","Men’s & boys’ cut & sew trouser, slack, & jean mfg","Men''s and boys'' trousers and slacks",392,68003,1521328853,0.56,0.79,0.82
"315224","2369","Men’s & boys’ cut & sew trouser, slack, & jean mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.44,0.21,0.18
"315225","2326","Men’s & boys’ cut & sew work clothing mfg","Men''s and boys'' work clothing",300,31319,582245990,1,1,1
"315228","2329","Men’s & boys’ cut & sew other outerwear mfg","Men''s and boys'' clothing, nec",890,42633,768809068,0.7,0.66,0.64
"315228","2369","Men’s & boys’ cut & sew other outerwear mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.24,0.28,0.28
"315228","2385","Men’s & boys’ cut & sew other outerwear mfg","Waterproof outerwear",80,4345,92660312,0.06,0.07,0.08
"315231","2341","Women’s & girls’ cut/sew lingerie & nightwear mfg","Women''s and children''s underwear",375,25611,482927205,0.26,0.36,0.34
"315231","2342","Women’s & girls’ cut/sew lingerie & nightwear mfg","Bras, girdles, and allied garments",93,9594,281687108,0.06,0.14,0.2
"315231","2369","Women’s & girls’ cut/sew lingerie & nightwear mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.21,0.25,0.24
"315231","2384","Women’s & girls’ cut/sew lingerie & nightwear mfg","Robes and dressing gowns",42,1957,30097013,0.03,0.03,0.02
"315231","2389","Women’s & girls’ cut/sew lingerie & nightwear mfg","Apparel and accessories, nec",627,15499,292099761,0.43,0.22,0.21
"315232","2331","Women’s & girls’ cut & sew blouse & shirt mfg","Women''s & misses'' blouses & shirts",892,22651,397532574,0.74,0.66,0.63
"315232","2361","Women’s & girls’ cut & sew blouse & shirt mfg","Girls'' & children''s dresses, blouses",312,11671,238455001,0.26,0.34,0.37
"315233","2335","Women’s & girls’ cut & sew dress mfg","Women''s, junior''s, & misses'' dresses",1661,38226,961982612,0.84,0.77,0.8
"315233","2361","Women’s & girls’ cut & sew dress mfg","Girls'' & children''s dresses, blouses",312,11671,238455001,0.16,0.23,0.2
"315234","2337","Women’s & girls’ cut & sew suit, coat, skirt mfg","Women''s and misses'' suits and coats",616,23089,564101928,0.61,0.51,0.57
"315234","2369","Women’s & girls’ cut & sew suit, coat, skirt mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.31,0.39,0.34
"315234","2385","Women’s & girls’ cut & sew suit, coat, skirt mfg","Waterproof outerwear",80,4345,92660312,0.08,0.1,0.09
"315239","2339","Women’s & girls’ cut & sew other outerwear mfg","Women''s and misses'' outerwear, nec",6952,167549,2764917144,0.95,0.88,0.87
"315239","2369","Women’s & girls’ cut & sew other outerwear mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.04,0.09,0.11
"315239","2385","Women’s & girls’ cut & sew other outerwear mfg","Waterproof outerwear",80,4345,92660312,0.01,0.02,0.03
"315291","2341","Infants’ cut & sew apparel mfg","Women''s and children''s underwear",375,25611,482927205,0.35,0.43,0.42
"315291","2361","Infants’ cut & sew apparel mfg","Girls'' & children''s dresses, blouses",312,11671,238455001,0.29,0.2,0.21
"315291","2369","Infants’ cut & sew apparel mfg","Girls'' and children''s outerwear, nec",309,17845,337161928,0.29,0.3,0.29
"315291","2385","Infants’ cut & sew apparel mfg","Waterproof outerwear",80,4345,92660312,0.07,0.07,0.08
"315292","2371","Fur & leather apparel mfg","Fur goods",154,854,25996545,0.55,0.29,0.35
"315292","2386","Fur & leather apparel mfg","Leather and sheep-lined clothing",125,2103,48460084,0.45,0.71,0.65
"315299","2329","All other cut & sew apparel mfg","Men''s and boys'' clothing, nec",890,42633,768809068,0.11,0.19,0.2
"315299","2339","All other cut & sew apparel mfg","Women''s and misses'' outerwear, nec",6952,167549,2764917144,0.82,0.74,0.72
"315299","2389","All other cut & sew apparel mfg","Apparel and accessories, nec",627,15499,292099761,0.07,0.07,0.08
"315991","2353","Hat, cap, & millinery mfg","Hats, caps, and millinery",380,17369,331605262,1,1,1
"315992","2381","Glove & mitten mfg","Fabric dress and work gloves",86,4809,98073268,0.53,0.65,0.68
"315992","3151","Glove & mitten mfg","Leather gloves and mittens",76,2577,45899565,0.47,0.35,0.32
"315993","2323","Men’s & boys’ neckwear mfg","Men''s and boys'' neckwear",139,5256,119035393,1,1,1
"315999","2339","Other apparel accessories & other apparel mfg","Women''s and misses'' outerwear, nec",6952,167549,2764917144,0.27,0.44,0.4
"315999","2385","Other apparel accessories & other apparel mfg","Waterproof outerwear",80,4345,92660312,0,0.01,0.01
"315999","2387","Other apparel accessories & other apparel mfg","Apparel belts",174,5357,120513685,0.01,0.01,0.02
"315999","2389","Other apparel accessories & other apparel mfg","Apparel and accessories, nec",627,15499,292099761,0.02,0.04,0.04
"315999","2396","Other apparel accessories & other apparel mfg","Automotive and apparel trimmings",3054,60582,1513630724,0.12,0.16,0.22
"315999","2399","Other apparel accessories & other apparel mfg","Fabricated textile products, nec",963,31054,732895803,0.04,0.08,0.11
"315999","5699","Other apparel accessories & other apparel mfg","Misc. apparel & accessory stores",14171,93883,1456676862,0.54,0.25,0.21
"316110","3111","Leather & hide tanning & finishing","Leather tanning and finishing",276,12981,398537142,0.08,0.17,0.19
"316110","3999","Leather & hide tanning & finishing","Manufacturing industries, nec",3196,62359,1705787323,0.92,0.83,0.81
"316211","3021","Rubber & plastics footwear mfg","Rubber and plastics footwear",71,6814,187882893,1,1,1
"316212","3142","House slipper mfg","House slippers",26,2402,54443778,1,1,1
"316213","3143","Men’s footwear (except athletic) mfg","Men''s footwear, except athletic",208,21829,525073501,1,1,1
"316214","3144","Women’s footwear (except athletic) mfg","Women''s footwear, except athletic",103,10993,253712968,1,1,1
"316219","3149","Other footwear mfg","Footwear, except rubber, nec",101,5245,116358141,1,1,1
"316991","3161","Luggage mfg","Luggage",282,10356,255323232,1,1,1
"316992","3171","Women’s handbag & purse mfg","Women''s handbags and purses",159,3396,122334460,1,1,1
"316993","3172","Personal leather good (except women’s handbag & purse) mfg","Personal leather goods, nec",210,6311,124007781,1,1,1
"316999","3131","All other leather good mfg","Footwear cut stock",80,2069,46380165,0.15,0.14,0.16
"316999","3199","All other leather good mfg","Leather goods, nec",440,12265,238685755,0.85,0.86,0.84
"321113","2421","Sawmills","Sawmills and planing mills, general",5408,145676,4223272404,0.81,0.78,0.8
"321113","2429","Sawmills","Special product sawmills, nec",156,1969,44058082,0.02,0.01,0.01
"321113","2439","Sawmills","Structural wood members, nec",1124,39121,1023027107,0.17,0.21,0.19
"321114","2491","Wood preservation","Wood preserving",498,11965,339445685,1,1,1
"321211","2435","Hardwood veneer & plywood mfg","Hardwood veneer and plywood",345,28191,868271710,1,1,1
